query_id,doc_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,122844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,122972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,121837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,121440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,121709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,123325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,123334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,123281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,120788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,120728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,122970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,120777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,122150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,120798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,123479,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,120110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,123329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,122242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,122170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,121582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,120748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,122839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,122568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,121190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,120350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,120808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,123074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,122782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,122488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,120022,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0
33,122783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,122667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,122920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,120011,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38,123404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,120325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,120228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,120695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,121341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,122146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,120324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,121148,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
46,123499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,121751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,120352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,300000,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
50,123206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,120823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,120204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,121115,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
54,122525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,121688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,120554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,122848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,120128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,121957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,122716,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
61,122295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,122397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,122959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,121792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,123521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,122263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,122105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,120988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,123290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,121856,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
71,120195,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
72,122929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,122735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,120253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,121300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,123455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,122342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,122857,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
79,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,121118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,121180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,121090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,121894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,120726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,123037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,121515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,122286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,123127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,123167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,121880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,121329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,120751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,121767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,120947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,122271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,122331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,122753,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
98,122334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,120606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,121854,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
101,122403,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
102,120793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,121439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,121342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,123033,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
106,122558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,121629,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,122583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,122086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
